Name;qualifiedName;Lines;BlankLines;CodeLines;CommentLines;AverageLines;AverageCommentLines;AverageComplexity;MaximumComplexity;RatioComment/Code;usesClasses;usedbyClasses;ownedFunctions;
ObjectOpCompletionCtx;sca.analysis.FileLevel.ceph-master.src.librados.librados_cxx.cc.ObjectOpCompletionCtx;14;1;13;0;2;0; 1; 1;0.00;[];[];['aio_append', 'aio_cancel', 'aio_cmpext', '~AioGetxattrDataPP   ', '~AioUnlockCompletion   ', '~IoCtx   ', '~ListObject   ', '~NObjectIterator   ', '~ObjectCursor   ', '~ObjectOpCompletionCtx   ', '~ObjectOperation   ', '~ObjectOperationImpl   ', '~PlacementGroup   ', '~PoolAsyncCompletion   ', '~Rados   ', '~WatchCtx   ', '~WatchCtx2   ', 'aio_create_completion   ', 'aio_create_completion', 'aio_create_completion', 'aio_exec', 'aio_flush   ', 'aio_flush_async', 'aio_getxattr', 'aio_getxattrs', 'aio_notify', 'aio_operate', 'aio_operate', 'aio_operate', 'aio_operate', 'aio_operate', 'aio_operate', 'aio_operate', 'aio_operate', 'aio_read', 'aio_remove', 'aio_remove', 'aio_rmxattr', 'aio_selfmanaged_snap_create', 'aio_selfmanaged_snap_remove', 'aio_setxattr', 'aio_sparse_read', 'aio_sparse_read', 'aio_stat', 'aio_unlock', 'aio_unwatch', 'aio_watch', 'aio_watch2', 'aio_watch_flush', 'aio_write', 'aio_write_full', 'aio_writesame', 'AioGetxattrDataPP', 'AioUnlockCompletion', 'AioUnlockCompletion', 'AioUnlockCompletion', 'append', 'application_enable', 'application_enable_async', 'application_list', 'application_metadata_get', 'application_metadata_list', 'application_metadata_remove', 'assert_exists   ', 'blacklist_add', 'break_lock', 'cache_evict   ', 'cache_flush   ', 'cache_pin   ', 'cache_try_flush   ', 'cache_unpin   ', 'cct   ', 'cct   ', 'checksum', 'checksum', 'close   ', 'cluster_stat', 'cmpext', 'cmpext', 'cmpxattr', 'conf_parse_argv', 'conf_parse_argv_remainder', 'conf_parse_env', 'conf_read_file', 'conf_set', 'connect   ', 'copy_from', 'copy_from2', 'create', 'create', 'create', 'dup', 'exec', 'exec', 'exec', 'exec', 'finish', 'from_rados_ioctx_t', 'from_rados_t', 'from_str', 'get_auid', 'get_cursor   ', 'get_cursor   ', 'get_id   ', 'get_inconsistent_objects', 'get_inconsistent_pgs', 'get_inconsistent_snapsets', 'get_instance_id   ', 'get_last_version   ', 'get_locator   ', 'get_min_compatible_client', 'get_min_compatible_osd', 'get_namespace   ', 'get_next   ', 'get_next   ', 'get_nspace   ', 'get_object_hash_position', 'get_object_hash_position2', 'get_object_pg_hash_position', 'get_object_pg_hash_position2', 'get_oid   ', 'get_pg_hash_position   ', 'get_pg_hash_position   ', 'get_pool_is_selfmanaged_snaps_mode', 'get_pool_name   ', 'get_pool_name   ', 'get_pool_stats', 'get_pool_stats', 'get_pool_stats', 'get_return_value   ', 'get_return_value   ', 'get_version   ', 'get_version64   ', 'getxattrs', 'getxattrs', 'handle_completion', 'hit_set_get', 'hit_set_list', 'init', 'init2', 'init_with_context', 'IoCtx', 'IoCtx', 'IoCtx', 'IoCtx   ', 'ioctx_create', 'ioctx_create2', 'is_complete   ', 'is_complete   ', 'is_dirty', 'is_safe   ', 'is_safe_and_cb   ', 'list_lockers', 'list_snaps', 'list_snaps', 'list_watchers', 'ListObject   ', 'ListObject', 'locator_set_key', 'lock_shared', 'mapext', 'mgr_command', 'mon_command', 'mtime', 'mtime2', 'NObjectIterator', 'NObjectIterator', 'NObjectIteratorImpl', 'NObjectIteratorImpl', 'nobjects_begin', 'nobjects_begin', 'nobjects_end   ', 'notify', 'notify2', 'notify_ack', 'object_list', 'object_list_begin   ', 'object_list_end   ', 'object_list_slice', 'ObjectCursor   ', 'ObjectCursor', 'ObjectCursor', 'ObjectOpCompletionCtx', 'ObjectOperation', 'ObjectOperation   ', 'ObjectOperationImpl   ', 'ObjectOperationImpl', 'ObjectOperationImpl', 'omap_clear   ', 'omap_clear', 'omap_cmp', 'omap_get_header', 'omap_get_header', 'omap_get_keys', 'omap_get_keys', 'omap_get_keys2', 'omap_get_keys2', 'omap_get_vals', 'omap_get_vals', 'omap_get_vals', 'omap_get_vals2', 'omap_get_vals2', 'omap_get_vals2', 'omap_get_vals2', 'omap_get_vals_by_keys', 'omap_get_vals_by_keys', 'omap_rm_keys', 'omap_rm_keys', 'omap_set', 'omap_set', 'omap_set_header', 'omap_set_header', 'operate', 'operate', 'operate', 'operate', 'operator!=', 'operator!=', 'operator*   ', 'operator*   ', 'operator++   ', 'operator++', 'operator++   ', 'operator++', 'operator->   ', 'operator->   ', 'operator<', 'operator<<', 'operator<<', 'operator<<', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator==', 'operator==', 'operator==', 'outbl   ', 'parse', 'pg_command', 'PlacementGroup', 'PlacementGroupImpl   ', 'PlacementGroupImpl', 'PlacementGroupImpl', 'pool_async_create_completion   ', 'pool_create', 'pool_create', 'pool_create', 'pool_create_async', 'pool_create_async', 'pool_create_async', 'pool_create_with_rule', 'pool_create_with_rule_async', 'pool_delete', 'pool_delete_async', 'pool_get_base_tier', 'pool_list', 'pool_list2', 'pool_lookup', 'pool_required_alignment   ', 'pool_required_alignment2', 'pool_requires_alignment   ', 'pool_requires_alignment2', 'pool_reverse_lookup', 'Rados', 'read', 'read', 'release   ', 'release   ', 'remove', 'rmxattr', 'rollback', 'seek', 'seek', 'seek', 'seek', 'selfmanaged_snap_create', 'selfmanaged_snap_remove', 'selfmanaged_snap_rollback', 'selfmanaged_snap_rollback', 'service_daemon_register', 'service_daemon_update_status', 'set', 'set_alloc_hint', 'set_alloc_hint2', 'set_alloc_hint2', 'set_assert_version', 'set_auid', 'set_auid_async', 'set_callback', 'set_chunk', 'set_complete_callback', 'set_filter', 'set_filter', 'set_namespace', 'set_notify_timeout', 'set_op_flags', 'set_op_flags2', 'set_pool_full_try   ', 'set_redirect', 'set_safe_callback', 'setxattr', 'setxattr', 'shutdown   ', 'size   ', 'snap_create', 'snap_get_name', 'snap_get_stamp', 'snap_list', 'snap_rollback', 'snap_rollback', 'sparse_read', 'sparse_read', 'stat', 'stat', 'stat2', 'test_blacklist_self', 'tier_flush   ', 'tier_promote   ', 'tmap_update', 'tmap_update', 'to_str   ', 'trunc', 'truncate', 'undirty   ', 'unlock', 'unset_manifest   ', 'unset_pool_full_try   ', 'unwatch', 'unwatch2', 'version', 'wait   ', 'wait_for_complete   ', 'wait_for_complete_and_cb   ', 'wait_for_latest_osdmap   ', 'wait_for_safe   ', 'watch', 'watch2', 'watch3', 'watch_check', 'watch_flush   ', 'write', 'write_full', 'write_full', 'writesame', 'zero'];
ObjectStore;sca.analysis.FileLevel.ceph-master.src.os.ObjectStore.h.ObjectStore;  805; 80; 311;402;5;0; 1; 5;1.29;[];[];['~CollectionImpl   ', '~ObjectStore   ', 'allows_journal   ', 'can_sort_nibblewise   ', 'collect_metadata', 'collection_bits', 'collection_exists', 'collection_list', 'CollectionImpl   ', 'CollectionImpl', 'CollectionImpl', 'compact   ', 'dump_cache_stats', 'dump_cache_stats', 'dump_onode', 'dump_perf_counters', 'encode', 'estimate_objects_overhead', 'exists', 'fiemap', 'fiemap', 'flush   ', 'flush_cache', 'flush_commit', 'flush_journal   ', 'fsck', 'generate_db_histogram', 'get_cid   ', 'get_cur_stats   ', 'get_db_statistics', 'get_default_device_class   ', 'get_devices', 'get_fsid   ', 'get_ideal_list_max   ', 'get_max_attr_name_length   ', 'get_min_alloc_size   ', 'get_numa_node', 'get_omap_iterator', 'get_perf_counters   ', 'get_type   ', 'getattr', 'getattrs', 'has_builtin_csum   ', 'inject_data_error', 'inject_mdata_error', 'is_journal_rotational   ', 'is_rotational   ', 'is_sync_onreadable   ', 'list_collections', 'mkfs   ', 'mkjournal   ', 'mount   ', 'needs_journal   ', 'ObjectStore', 'ObjectStore', 'omap_check_keys', 'omap_get_header', 'omap_get_keys', 'open_collection', 'operator=', 'pool_statfs', 'queue_transactions', 'quick_fix   ', 'read', 'readv', 'repair', 'set_cache_shards', 'set_collection_commit_queue', 'set_collection_opts', 'set_fsid', 'snapshot', 'stat', 'statfs', 'test_mount_in_use   ', 'umount   ', 'validate_hobject_key', 'wants_journal   '];
ObjectStoreTool;sca.analysis.FileLevel.ceph-master.src.tools.ceph_objectstore_tool.h.ObjectStoreTool;  798; 96; 674; 30; 97;3;16;43;0.04;[];[];['ObjectStoreTool'];
ObjectVersioner;sca.analysis.FileLevel.ceph-master.src.osd.ObjectVersioner.h.ObjectVersioner;16;2;11;6;0;0; 0; 0;0.55;[];[];['commit_to', 'committed   ', 'get_versions', 'head   ', 'prepare', 'rollback_to'];
ObjUnref;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_file.cc.ObjUnref;14;0;14;0;4;0; 2; 3;0.00;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', 'advance_mtime', '~file   ', '~ObjUnref   ', '~RGWFileHandle   ', '~RGWReadV   ', 'buffers   ', 'clear_state   ', 'close   ', 'close   ', 'create', 'decode_attrs', 'encode_attrs', 'exec_continue   ', 'exec_finish   ', 'exec_start   ', 'fake_leaf', 'gc   ', 'getattr', 'has_children   ', 'invalidate   ', 'length   ', 'make_fhk', 'mkdir', 'ObjUnref', 'ObjUnref', 'operator', 'operator<<', 'operator<<', 'operator<<', 'operator<<', 'operator=', 'operator=', 'read', 'readdir', 'readlink', 'reclaim   ', 'rename', 'rgw_close', 'rgw_commit', 'rgw_dirent_offset', 'rgw_fh_rele', 'rgw_fsync', 'rgw_getattr', 'rgw_lookup_handle', 'rgw_mkdir', 'rgw_mount', 'rgw_mount2', 'rgw_open', 'rgw_read', 'rgw_readdir', 'rgw_readdir2', 'rgw_readlink', 'rgw_readv', 'rgw_readv_rele', 'rgw_register_invalidate', 'rgw_rename', 'rgw_statfs', 'rgw_symlink', 'rgw_umount', 'rgw_unlink', 'rgw_writev', 'rgwfile_version', 'RGWReadV', 'RGWReadV', 'RGWReadV', 'setattr', 'stat_bucket', 'stat_leaf', 'symlink', 'unlink', 'update_fh', 'valid_fs_object_name', 'write', 'write_finish'];
old_rgw_obj;sca.analysis.FileLevel.ceph-master.src.test.rgw.test_rgw_common.h.old_rgw_obj;  337; 37; 273; 30;8;0; 2; 9;0.11;[];[];['~old_rgw_bucket   ', '~old_rgw_obj   ', 'clear_instance   ', 'decode', 'decode', 'decode', 'decode', 'decode_json', 'dump', 'encode', 'encode', 'encode', 'encode', 'generate_test_instances', 'get_data_extra_pool   ', 'get_hash_object   ', 'get_index_key', 'get_index_key_name   ', 'get_instance   ', 'get_key', 'get_loc   ', 'get_object   ', 'get_orig_obj   ', 'get_placement', 'get_raw', 'get_raw', 'have_instance   ', 'have_null_instance   ', 'init', 'init_ns', 'is_in_extra_data   ', 'need_to_encode_instance   ', 'old_rgw_bucket   ', 'old_rgw_bucket', 'old_rgw_bucket', 'old_rgw_bucket', 'old_rgw_bucket', 'old_rgw_bucket', 'old_rgw_obj   ', 'old_rgw_obj', 'old_rgw_obj', 'old_rgw_obj', 'old_rgw_obj', 'operator<', 'operator=', 'operator=', 'operator=', 'operator=', 'parse_ns_field', 'parse_raw_oid', 'prepend_old_bucket_marker', 'reset_loc   ', 'set_in_extra_data', 'set_instance', 'set_loc', 'set_ns', 'set_obj', 'strip_namespace_from_object', 'test_rgw_env   ', 'test_rgw_env', 'translate_raw_obj_to_obj_in_ns'];
OldObjManifest;sca.analysis.FileLevel.ceph-master.src.test.rgw.test_rgw_manifest.cc.OldObjManifest;44;7;37;0;3;0; 1; 6;0.00;[];[];['~OldObjManifestPart   ', 'append', 'append_head', 'append_stripes', 'decode', 'decode', 'decode', 'decode', 'dump', 'empty   ', 'encode', 'encode', 'encode', 'encode', 'gen_old_obj', 'main', 'OldObjManifest   ', 'OldObjManifest', 'OldObjManifestPart   ', 'OldObjManifestPart', 'OldObjManifestPart', 'operator=', 'TEST', 'TEST', 'TEST'];
OmapBench;sca.analysis.FileLevel.ceph-master.src.test.omap_bench.h.AioWriter.OmapBench;  438; 30; 348; 60; 27;0; 3; 9;0.17;[];[];[];
OnApplied;sca.analysis.FileLevel.ceph-master.src.test.objectstore.FileStoreTracker.cc.OnApplied;22;1;21;0;7;0; 1; 1;0.00;[];[];['_clean_forward', '~ObjStatus   ', '~OnCommitted   ', 'applied', 'clone', 'clone_range', 'committed', 'decode', 'encode', 'finish', 'finish', 'get_content', 'get_current_content', 'get_last_applied', 'get_obj_status', 'get_valid_reads', 'init   ', 'obj_to_meta_prefix', 'obj_to_prefix', 'ObjStatus   ', 'ObjStatus', 'ObjStatus', 'OnApplied', 'OnApplied', 'OnApplied', 'OnCommitted', 'OnCommitted', 'OnCommitted', 'operator=', 'operator=', 'operator=', 'remove', 'seq_to_key', 'set_content', 'set_last_applied', 'set_obj_status', 'submit_transaction', 'trim_to   ', 'verify', 'write'];
OnCommit;sca.analysis.FileLevel.ceph-master.src.crimson.os.alienstore.alien_store.cc.OnCommit;22;1;21;0;7;0; 1; 1;0.00;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '~AlienStore   ', '~OnCommit   ', 'AlienStore', 'create_new_collection', 'do_transaction', 'fiemap', 'finish', 'get_attr', 'get_attrs', 'get_omap_iterator', 'key   ', 'list_objects', 'logger   ', 'lower_bound', 'mkfs', 'mount   ', 'next   ', 'omap_get_header', 'omap_get_values', 'omap_get_values', 'OnCommit', 'OnCommit', 'OnCommit', 'open_collection', 'operator=', 'read_meta', 'readv', 'start   ', 'stat   ', 'stat', 'status   ', 'stop   ', 'tail_key   ', 'umount   ', 'upper_bound', 'value   ', 'write_meta'];
OnCommitted;sca.analysis.FileLevel.ceph-master.src.test.objectstore.FileStoreTracker.cc.OnApplied.OnCommitted;17;1;16;0;5;0; 1; 1;0.00;[];[];[];
OnExitManager;sca.analysis.FileLevel.ceph-master.src.include.on_exit.h.OnExitManager;35;5;30;0;6;0; 1; 3;0.00;[];[];['add_callback', '~OnExitManager   ', 'OnExitManager   ', 'OnExitManager'];
OnFinish;sca.analysis.FileLevel.ceph-master.src.test.test_snap_mapper.cc.MapCacherTest.MapperVerifier.OnFinish;13;0;13;0;3;0; 1; 1;0.00;[];[];[];
OpenFileTable;sca.analysis.FileLevel.ceph-master.src.mds.OpenFileTable.h.OpenFileTable; 1200;148;1034; 16; 31;0; 5;31;0.02;[];[];['_reset_states   ', 'get_committing_log_seq   ', 'is_any_committing   ', 'is_any_dirty   ', 'is_loaded   ', 'is_prefetched   ', 'wait_for_load', 'wait_for_prefetch'];
OpenSSLCryptoAccel;sca.analysis.FileLevel.ceph-master.src.crypto.openssl.openssl_crypto_accel.h.OpenSSLCryptoAccel;38;3;35;2;7;0; 1; 2;0.06;[];[];['OpenSSLCryptoAccel   ', 'OpenSSLCryptoAccel', 'operator='];
OpenSSLCryptoPlugin;sca.analysis.FileLevel.ceph-master.src.crypto.openssl.openssl_crypto_plugin.h.OpenSSLCryptoPlugin;14;2;12;0;4;0; 1; 2;0.00;[];[];['~OpenSSLCryptoPlugin   ', 'factory', 'OpenSSLCryptoPlugin', 'OpenSSLCryptoPlugin'];
OpHistory;sca.analysis.FileLevel.ceph-master.src.common.TrackedOp.h.OpHistory;  141;6; 135;0; 12;0; 1; 4;0.00;[];[];['_dump', '_dump_op_descriptor_unlocked', '_event_marked   ', '_gen_desc   ', '_unregistered   ', '~Event   ', '~OpHistory   ', '~OpHistoryServiceThread   ', '~TrackedOp   ', 'c_str   ', 'compare', 'Event', 'filter_out', 'get_desc   ', 'get_duration   ', 'get_initiated   ', 'insert', 'intrusive_ptr_release', 'is_tracking   ', 'mark_nowarn   ', 'on_shutdown   ', 'operator', 'operator=', 'operator=', 'operator=', 'operator=', 'OpHistory', 'OpHistoryServiceThread', 'OpHistoryServiceThread', 'OpTracker', 'put   ', 'reset_desc   ', 'set_complaint_and_threshold', 'set_history_size_and_duration', 'set_history_slow_op_size_and_threshold', 'set_size_and_duration', 'set_slow_op_size_and_threshold', 'set_tracking', 'TrackedOp', 'TrackedOp', 'tracking_start   '];
OpInfo;sca.analysis.FileLevel.ceph-master.src.osd.osd_op_util.h.OpInfo;  306; 29; 255; 23;8;0; 1; 3;0.09;[];[];['add_class', 'ClassInfo', 'ClassInfo', 'clear   ', 'get_classes   ', 'get_flags   '];
OpQueue;sca.analysis.FileLevel.ceph-master.src.common.OpQueue.h.OpQueue;37;9;14; 14;1;0; 1; 1;1.00;[];[];['~OpQueue   ', 'dequeue   ', 'dump', 'empty   ', 'enqueue', 'enqueue_front', 'enqueue_strict', 'print'];
OpsLogSocket;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_log.h.OpsLogSocket;47;7;40;0;6;0; 1; 1;0.00;[];[];['decode', 'decode', 'encode', 'OpsLogSocket', 'rgw_log_entry   ', 'rgw_log_entry', 'rgw_log_entry'];
optional_default;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_user.cc.optional_default;23;2;21;0;1;0; 1; 1;0.00;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', 'add', 'add', 'add', 'add', 'add', 'add', 'add', 'add', 'add_bucket', '~RGWMetadataHandlerPut_User   ', '~RGWUserMetadataHandler   ', '~Svc   ', 'alloc', 'char_is_unreserved_url', 'check_existing_key', 'check_op', 'check_op', 'complete_flush_stats', 'create', 'create', 'create', 'do_get', 'do_remove', 'dump_access_keys_info', 'dump_subusers_info', 'dump_user_info', 'execute_add', 'execute_add', 'execute_modify', 'execute_modify', 'execute_remove', 'execute_remove', 'execute_remove', 'execute_rename', 'exists', 'flush_bucket_stats', 'generate_key', 'get_attrs_by_uid', 'get_info_by_access_key', 'get_info_by_email', 'get_info_by_swift', 'get_info_by_uid', 'get_type   ', 'info', 'info', 'init', 'init', 'init', 'init', 'init_default   ', 'init_members', 'init_storage', 'list', 'list', 'list_buckets', 'modify', 'modify', 'modify', 'modify', 'modify_key', 'operator*   ', 'operator->   ', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'optional_default', 'put_checked   ', 'read_stats', 'read_stats_async', 'remove', 'remove', 'remove', 'remove', 'remove', 'remove', 'remove', 'remove', 'remove', 'remove', 'remove', 'remove_bucket', 'remove_subuser_keys', 'rename', 'rename_swift_keys', 'reset_stats', 'rgw_get_user_info_by_access_key', 'rgw_get_user_info_by_email', 'rgw_get_user_info_by_uid', 'rgw_perm_to_str', 'rgw_store_user_info', 'rgw_str_to_perm', 'rgw_user_get_all_buckets_stats', 'rgw_user_sync_all_stats', 'rgw_validate_tenant_name', 'RGWAccessKeyPool', 'RGWMetadataHandlerPut_User', 'RGWSubUserPool', 'RGWUser   ', 'RGWUserCapPool', 'RGWUserCtl', 'RGWUserMetadataHandler', 'set_err_msg', 'store_info', 'Svc   ', 'Svc', 'Svc', 'update', 'validate_access_key'];
OpTracker;sca.analysis.FileLevel.ceph-master.src.common.TrackedOp.h.OpHistory.OpHistoryServiceThread.OpTracker;  306; 16; 245; 50; 13;1; 2; 6;0.20;[];[];[];
orchestrator._interface._Promise;sca.analysis.FileLevel.ceph-master.src.pybind.mgr.orchestrator._interface.py._Promise;  224; 37; 150; 49; 10;2; 2; 9;0.33;['orchestrator._interface.Completion'];['orchestrator._interface.Completion'];['__call__   ', '__copy__   ', '__eq__   ', '__eq__   ', '__get_mgr   ', '__init__   ', '__init__   ', '__init__   ', '__init__   ', '__init__   ', '__init__   ', '__init__   ', '__init__   ', '__init__   ', '__init__   ', '__iter__   ', '__repr__   ', '__repr__   ', '__repr__   ', '__repr__   ', '_append_promise   ', '_cli_command   ', '_exception-getter   ', '_exception-setter   ', '_finalize   ', '_hide_in_features   ', '_last_promise   ', '_mk_orch_methods   ', '_no_result   ', '_on_complete-getter   ', '_on_complete-setter   ', '_orchestrator_wait   ', '_oremote   ', '_serialized_exception-getter   ', '_set_next_promise   ', 'add_alertmanager   ', 'add_crash   ', 'add_grafana   ', 'add_host   ', 'add_host_label   ', 'add_iscsi   ', 'add_mds   ', 'add_mgr   ', 'add_mon   ', 'add_nfs   ', 'add_node_exporter   ', 'add_progress   ', 'add_prometheus   ', 'add_rgw   ', 'apply_alertmanager   ', 'apply_crash   ', 'apply_drivegroups   ', 'apply_grafana   ', 'apply_iscsi   ', 'apply_mds   ', 'apply_mon   ', 'apply_nfs   ', 'apply_node_exporter   ', 'apply_prometheus   ', 'apply_rbd_mirror   ', 'available   ', 'blink_device_light   ', 'cancel_completions   ', 'create_osds   ', 'daemon_action   ', 'describe_service   ', 'effective-getter   ', 'exception-getter   ', 'fail   ', 'fail   ', 'fail   ', 'finalize   ', 'from_json   ', 'from_json   ', 'from_nested_items   ', 'get_feature_set   ', 'get_host_names   ', 'get_hosts   ', 'handle_command   ', 'handle_exception   ', 'handle_type_error   ', 'has_result-getter   ', 'inner   ', 'inner   ', 'inner_cli_command   ', 'is_errored-getter   ', 'is_finished-getter   ', 'is_orchestrator_module   ', 'list_daemons   ', 'matches_service   ', 'merge   ', 'needs_result-getter   ', 'next   ', 'pause   ', 'pretty_print   ', 'pretty_print_1   ', 'preview_drivegroups   ', 'process   ', 'progress-setter   ', 'progress_reference-getter   ', 'progress_run   ', 'propagate_to_next   ', 'raise_if_exception   ', 'remove_daemons   ', 'remove_host   ', 'remove_host_label   ', 'remove_osds   ', 'remove_osds_status   ', 'remove_service   ', 'result-getter   ', 'result_str   ', 'resume   ', 'serialized_exception-getter   ', 'service_action   ', 'service_id   ', 'service_name   ', 'service_type   ', 'set_mgr   ', 'set_unmanaged_flag   ', 'shim   ', 'then   ', 'to_json   ', 'to_json   ', 'to_json   ', 'update   ', 'update_host_addr   ', 'upgrade_available   ', 'upgrade_check   ', 'upgrade_pause   ', 'upgrade_resume   ', 'upgrade_start   ', 'upgrade_status   ', 'with_progress   ', 'wrapper   ', 'zap_device   '];
orchestrator._interface.CLICommandMeta;sca.analysis.FileLevel.ceph-master.src.pybind.mgr.orchestrator._interface.py._Promise.CLICommandMeta;24;4;15;6; 11;0; 2; 3;0.40;[];[];[];
orchestrator._interface.Completion;sca.analysis.FileLevel.ceph-master.src.pybind.mgr.orchestrator._interface.py._Promise.CLICommandMeta.Completion;  180; 29;86; 78;7;3; 1; 3;0.91;['orchestrator._interface.TrivialReadCompletion', 'cephadm.module.AsyncCompletion', 'rook.module.RookCompletion', 'test_orchestrator.module.TestCompletion'];['orchestrator._interface.TrivialReadCompletion', 'cephadm.module.AsyncCompletion', 'rook.module.RookCompletion', 'test_orchestrator.module.TestCompletion'];[];
orchestrator._interface.DeviceLightLoc;sca.analysis.FileLevel.ceph-master.src.pybind.mgr.orchestrator._interface.py._Promise.CLICommandMeta.Completion.DaemonDescription.DeviceLightLoc;11;2; 2;7;0;0; 0; 0;3.50;[];[];[];
orchestrator._interface.HostSpec;sca.analysis.FileLevel.ceph-master.src.pybind.mgr.orchestrator._interface.py._Promise.CLICommandMeta.Completion.DaemonDescription.DeviceLightLoc.HostSpec;46;7;31; 17;9;3; 1; 4;0.55;[];[];[];
orchestrator._interface.InventoryFilter;sca.analysis.FileLevel.ceph-master.src.pybind.mgr.orchestrator._interface.py._Promise.CLICommandMeta.Completion.DaemonDescription.DeviceLightLoc.HostSpec.InventoryFilter;21;4; 4; 13;8;3; 1; 1;3.25;[];[];[];
orchestrator._interface.InventoryHost;sca.analysis.FileLevel.ceph-master.src.pybind.mgr.orchestrator._interface.py._Promise.CLICommandMeta.Completion.DaemonDescription.DeviceLightLoc.HostSpec.InventoryFilter.InventoryHost;60;8;46;7;6;0; 1; 4;0.15;[];[];[];
orchestrator._interface.Orchestrator;sca.analysis.FileLevel.ceph-master.src.pybind.mgr.orchestrator._interface.py._Promise.CLICommandMeta.Completion.DaemonDescription.DeviceLightLoc.HostSpec.InventoryFilter.InventoryHost.NoOrchestrator.Orchestrator;  503; 94; 159;250;6;3; 1; 2;1.57;[];[];[];
