Name;qualifiedName;Lines;BlankLines;CodeLines;CommentLines;AverageLines;AverageCommentLines;AverageComplexity;MaximumComplexity;RatioComment/Code;usesClasses;usedbyClasses;ownedFunctions;
NVMEDevice;sca.analysis.FileLevel.ceph-master.src.os.bluestore.NVMEDevice.h.NVMEDevice;  225; 26; 190; 10; 13;0; 5;15;0.05;[];[];['~NVMEDevice   ', 'get_driver   ', 'NVMEDevice', 'NVMEDevice', 'operator=', 'operator=', 'supported_bdev_label   '];
NVMEManager;sca.analysis.FileLevel.ceph-master.src.os.bluestore.NVMEDevice.cc.NVMEManager;  130; 12; 115;3; 27;0; 5;14;0.03;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '_aio_handle', '~SharedDriverData   ', '~SharedDriverQueueData   ', '~Task   ', 'aio_read', 'aio_submit', 'aio_write', 'alloc_buf_from_pool', 'attach_cb', 'close   ', 'collect_metadata', 'copy_to_buf', 'data_buf_next_sge', 'data_buf_reset_sgl', 'find_first_bitset', 'flush   ', 'get_block_size   ', 'get_size   ', 'hex2dec', 'invalidate_cache', 'io_complete', 'ioc_append_task', 'is_equal', 'make_read_tasks', 'NVMEDevice', 'NVMEManager   ', 'NVMEManager', 'open', 'operator=', 'probe_cb', 'read', 'read_random', 'register_ctrlr', 'register_device', 'release_segs', 'remove_device', 'SharedDriverData', 'SharedDriverQueueData', 'SharedDriverQueueData', 'Task', 'Task', 'try_get', 'try_get', 'write', 'write_split'];
ObcLockManager;sca.analysis.FileLevel.ceph-master.src.osd.osd_internal_types.h.ObcLockManager;  116;2; 108;6; 11;0; 2; 3;0.06;[];[];['~ObcLockManager   ', '~ObjectContext   ', 'drop_recovery_read', 'empty   ', 'empty   ', 'get_excl', 'get_lock_type', 'get_lock_type', 'get_read', 'get_recovery_read   ', 'get_snaptrimmer_write', 'get_write', 'get_write_greedy', 'get_write_greedy', 'is_blocked   ', 'is_request_pending   ', 'ObcLockManager   ', 'ObcLockManager', 'ObcLockManager', 'ObjectContext   ', 'ObjectContext', 'ObjectLockState', 'ObjectLockState', 'ObjectLockState', 'operator<<', 'operator<<', 'operator=', 'put_excl', 'put_lock_type', 'put_locks', 'put_read', 'put_write', 'SnapSetContext', 'start_block   ', 'stop_block   ', 'take_write_lock', 'try_get_read_lock', 'try_get_read_lock   ', 'wake'];
obj_rec;sca.analysis.FileLevel.ceph-master.src.test.librgw_file_marker.cc.obj_rec;30;5;25;1;4;0; 1; 2;0.04;[];[];['[unnamed]   ', '~obj_rec   ', 'clear   ', 'dirent_vec', 'dirent_vec', 'dirent_vec   ', 'main', 'obj_rec', 'obj_rec', 'obj_rec', 'obj_rec_st', 'operator=', 'operator=', 'r2_cb', 'state', 'state', 'state   ', 'sync   ', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST'];
ObjBencher;sca.analysis.FileLevel.ceph-master.src.common.obj_bencher.h.ObjBencher; 1383;168;1167; 62; 73;3; 5;17;0.05;[];[];['~ObjBencher   ', 'aio_read', 'aio_write', 'completion_ret', 'completion_wait', 'completions_done   ', 'completions_init', 'create_completion', 'get_objects', 'ObjBencher', 'operator=', 'release_completion', 'set_formatter', 'set_namespace', 'set_outstream', 'set_show_time', 'sync_read', 'sync_remove', 'sync_write'];
ObjCeiling;sca.analysis.FileLevel.ceph-master.src.cls.cephfs.cls_cephfs.h.AccumulateArgs.AccumulateResult.InodeTagFilterArgs.ObjCeiling;34;5;29;0;4;0; 1; 3;0.00;[];[];[];
ObjectACLs;sca.analysis.FileLevel.ceph-master.src.tools.radosacl.cc.ACLEntity.ObjectACLs;35;7;28;0;6;0; 1; 1;0.00;[];[];[];
ObjectCache;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_cache.h.ObjectCache;  139; 17; 119;5; 18;1; 6;27;0.04;[];[];['~ObjectCacheInfo   ', '~RGWCacheNotifyInfo   ', '~RGWChainedCache   ', 'chain_cb', 'decode', 'decode', 'decode', 'decode', 'decode', 'decode', 'encode', 'encode', 'encode', 'encode', 'encode', 'get', 'invalidate', 'invalidate_all   ', 'ObjectCache   ', 'ObjectCache', 'ObjectCacheEntry   ', 'ObjectCacheEntry', 'ObjectCacheEntry', 'ObjectCacheInfo   ', 'ObjectCacheInfo', 'ObjectCacheInfo', 'ObjectMetaInfo   ', 'ObjectMetaInfo', 'ObjectMetaInfo', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'RGWCacheNotifyInfo   ', 'RGWCacheNotifyInfo', 'RGWCacheNotifyInfo', 'set_ctx', 'unregistered   '];
ObjectCacher::BufferHead;sca.analysis.FileLevel.ceph-master.src.osdc.ObjectCacher.h.ObjectCacher.ObjectCacher::BufferHead;  125; 13; 106; 14;2;0; 1; 3;0.13;[];[];[];
ObjectCacher::C_ReadFinish;sca.analysis.FileLevel.ceph-master.src.osdc.ObjectCacher.cc.ObjectCacher::C_ReadFinish;34;4;29;1;6;0; 1; 1;0.03;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '_discard', '_discard_finish', '_flush_set_finish', '_maybe_wait_for_writeback', '_readx', '_wait_for_write', '~C_ReadFinish   ', '~C_RetryRead   ', '~C_WaitForWrite   ', '~C_WriteCommit   ', '~ObjectCacher   ', 'audit_buffers   ', 'bh_add', 'bh_read', 'bh_read_finish', 'bh_remove', 'bh_set_state', 'bh_stat_add', 'bh_stat_sub', 'bh_write', 'bh_write_adjacencies', 'bh_write_scattered', 'C_ReadFinish', 'C_ReadFinish', 'C_RetryRead', 'C_WaitForWrite', 'C_WriteCommit', 'C_WriteCommit', 'C_WriteCommit', 'C_WriteCommit', 'clear_nonexistence', 'close_object', 'discard', 'discard_set', 'discard_writeback', 'distrust_enoent   ', 'finish', 'finish', 'finish', 'finish', 'flush', 'flush', 'flush_all', 'flush_set', 'flush_set', 'flusher_entry   ', 'get_object', 'include_all_cached_data', 'is_cached', 'is_cached', 'map_read', 'map_write', 'merge_left', 'ObjectCacher', 'operator=', 'operator=', 'operator=', 'operator=', 'perf_start   ', 'perf_stop   ', 'purge', 'purge_set', 'readx', 'release', 'release_all   ', 'release_set', 'replace_journal_tid', 'retry_waiting_reads   ', 'set_is_cached', 'set_is_dirty_or_committing', 'set_is_empty', 'split', 'trim   ', 'truncate', 'try_merge_bh', 'verify_stats   ', 'writex'];
ObjectCacher::C_RetryRead;sca.analysis.FileLevel.ceph-master.src.osdc.ObjectCacher.cc.ObjectCacher::C_ReadFinish.ObjectCacher::C_RetryRead;27;2;24;1;9;0; 2; 4;0.04;[];[];[];
ObjectCacher::C_WriteCommit;sca.analysis.FileLevel.ceph-master.src.osdc.ObjectCacher.cc.ObjectCacher::C_ReadFinish.ObjectCacher::C_RetryRead.ObjectCacher::C_WriteCommit;23;0;23;0;4;0; 1; 1;0.00;[];[];[];
ObjectCacher::Object;sca.analysis.FileLevel.ceph-master.src.osdc.ObjectCacher.h.ObjectCacher.ObjectCacher::BufferHead.ObjectCacher::FlusherThread.ObjectCacher::Object;  660; 70; 535; 68; 21;1; 4;12;0.13;[];[];[];
ObjectCleanRegions;sca.analysis.FileLevel.ceph-master.src.osd.osd_types.h.ChangeTracker.ChangeTracker<true>.coll_t.eversion_t.IsPGReadablePredicate.IsPGRecoverablePredicate.ObjectCleanRegions;  130;2; 121;7;6;0; 1; 3;0.06;[];[];[];
ObjectContents;sca.analysis.FileLevel.ceph-master.src.test.common.ObjectContents.h.ObjectContents;  156; 17; 139;0;9;0; 1; 2;0.00;[];[];['debug', 'encode', 'exists   ', 'get_iterator   ', 'get_pos   ', 'Iterator', 'Iterator', 'ObjectContents   ', 'ObjectContents', 'ObjectContents', 'ObjectContents', 'operator*   ', 'operator++   ', 'seek_to', 'seek_to_first   ', 'size   ', 'valid   '];
ObjectContents::Iterator;sca.analysis.FileLevel.ceph-master.src.test.common.ObjectContents.h.ObjectContents.ObjectContents::Iterator;60;1;59;0;6;0; 1; 3;0.00;[];[];[];
ObjectDesc::iterator;sca.analysis.FileLevel.ceph-master.src.test.osd.Object.h.AppendGenerator.AttrGenerator.ChunkDesc.ContDesc.ContentsGenerator.ContentsGenerator::iterator.ContentsGenerator::iterator_impl.ObjectDesc.ObjectDesc::iterator;  207; 27; 180;0; 17;0; 5;14;0.00;[];[];[];
ObjectDesc::iterator::ContState;sca.analysis.FileLevel.ceph-master.src.test.osd.Object.h.AppendGenerator.AttrGenerator.ChunkDesc.ContDesc.ContentsGenerator.ContentsGenerator::iterator.ContentsGenerator::iterator_impl.ObjectDesc.ObjectDesc::iterator.ObjectDesc::iterator::ContState;41;7;34;0;4;0; 1; 3;0.00;[];[];[];
Objecter;sca.analysis.FileLevel.ceph-master.src.osdc.Objecter.h.Objecter; 3523;369;2958;229; 21;0; 3;32;0.08;[];[];['_assign_op_target_session', '_modify', '_osdmap_pool_full', '_queued_async   ', '_take_op_budget', 'add_alloc_hint', 'add_call', 'add_data', 'add_op', 'add_pgls', 'add_pgls_filter', 'add_writesame', 'add_xattr', '~C_Command_Map_Latest   ', '~C_GetAttrs   ', '~C_Linger_Commit   ', '~C_Linger_Map_Latest   ', '~C_Linger_Ping   ', '~C_Linger_Reconnect   ', '~C_ObjectOperation_cmpext   ', '~C_ObjectOperation_copyget   ', '~C_ObjectOperation_decodekeys   ', '~C_ObjectOperation_decodesnaps   ', '~C_ObjectOperation_decodewatchers   ', '~C_ObjectOperation_hit_set_ls   ', '~C_ObjectOperation_isdirty   ', '~C_ObjectOperation_sparse_read   ', '~C_Op_Map_Latest   ', '~C_SGRead   ', '~C_Stat   ', '~CommandOp   ', '~LingerOp   ', '~NListContext   ', '~ObjectOperation   ', '~Op   ', '~WatchContext   ', 'append', 'append', 'assert_version', 'at_end   ', 'C_Command_Map_Latest', 'C_GetAttrs', 'C_Linger_Commit', 'C_Linger_Map_Latest', 'C_Linger_Ping', 'C_Linger_Reconnect', 'C_ObjectOperation_cmpext', 'C_ObjectOperation_copyget', 'C_ObjectOperation_copyget', 'C_ObjectOperation_copyget', 'C_ObjectOperation_decodekeys', 'C_ObjectOperation_decodekeys', 'C_ObjectOperation_decodekeys', 'C_ObjectOperation_decodesnaps', 'C_ObjectOperation_decodevals', 'C_ObjectOperation_decodevals', 'C_ObjectOperation_decodewatchers', 'C_ObjectOperation_decodewatchers', 'C_ObjectOperation_decodewatchers', 'C_ObjectOperation_hit_set_ls', 'C_ObjectOperation_hit_set_ls', 'C_ObjectOperation_hit_set_ls', 'C_ObjectOperation_isdirty', 'C_ObjectOperation_sparse_read', 'C_ObjectOperation_sparse_read', 'C_ObjectOperation_stat', 'C_SGRead', 'C_SGRead', 'C_SGRead', 'C_Stat', 'cache_evict   ', 'cache_flush   ', 'cache_pin   ', 'cache_try_flush   ', 'cache_unpin   ', 'call', 'call', 'checksum', 'cmpext', 'cmpext', 'cmpxattr', 'cmpxattr', 'CommandOp', 'CommandOp', 'CommandOp', 'copy_from', 'copy_from2', 'copy_get', 'create', 'create', 'dup', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finished_async   ', 'get_client_incarnation   ', 'get_cookie   ', 'get_global_op_flags   ', 'get_hobj   ', 'get_logger   ', 'get_pg_hash_position   ', 'getxattr', 'getxattr', 'getxattrs', 'getxattrs', 'handle_notify', 'hit_set_get', 'hit_set_ls', 'init_ops', 'is_active   ', 'is_homeless   ', 'linger_callback_flush', 'LingerOp', 'list_snaps', 'mapext', 'ms_fast_dispatch', 'mutate', 'NListContext', 'NListContext', 'Objecter', 'ObjectOperation   ', 'omap_clear   ', 'omap_cmp', 'omap_get_header', 'omap_get_keys', 'omap_get_vals_by_keys', 'omap_rm_range', 'omap_set', 'omap_set_header', 'Op', 'Op', 'op_target_t', 'op_target_t', 'op_target_t   ', 'operator<', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'osd_command', 'OSDSession', 'OSDSession', 'pg_command', 'pg_ls', 'pg_mapping_t   ', 'pg_mapping_t', 'pg_nls', 'pg_read', 'PoolOp   ', 'prepare_append_op', 'prepare_cmpext_op', 'prepare_mutate_op', 'prepare_pg_read_op', 'prepare_read_op', 'prepare_remove_op', 'prepare_stat_op', 'prepare_write_op', 'prepare_writesame_op', 'prune_pg_mapping', 'put_op_budget_bytes', 'read', 'read', 'read', 'read_full', 'read_trunc', 'remove   ', 'remove', 'removexattr', 'resetxattrs', 'respects_full   ', 'rmxattr', 'rollback', 'rollback_object', 'scrub_ls', 'set_alloc_hint', 'set_balanced_budget   ', 'set_chunk', 'set_client_incarnation', 'set_honor_pool_full   ', 'set_last_op_flags', 'set_pool_full_try   ', 'set_redirect', 'setxattr', 'setxattr', 'setxattr', 'setxattrs', 'sg_read', 'sg_read_trunc', 'sg_write', 'sg_write_trunc', 'size   ', 'sparse_read', 'sparse_read', 'stat', 'stat', 'tier_flush   ', 'tier_promote   ', 'tmap_update', 'trunc', 'truncate', 'undirty   ', 'unset_balanced_budget   ', 'unset_honor_pool_full   ', 'unset_manifest   ', 'unset_pool_full_try   ', 'update_pg_mapping', 'watch', 'write', 'write', 'write', 'write_full', 'write_full', 'write_trunc', 'writesame', 'zero'];
Objecter::RequestStateHook;sca.analysis.FileLevel.ceph-master.src.osdc.Objecter.cc.Objecter::RequestStateHook; 9;0; 9;0;0;0; 0; 0;0.00;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '_assign_command_session', '_calc_command_target', '_calc_target', '_check_command_map_dne', '_check_linger_pool_dne', '_check_op_pool_dne', '_command_cancel_map_check', '_do_delete_pool', '_do_watch_notify', '_dump_active', '_dump_active   ', '_dump_command_ops', '_dump_linger_ops', '_dump_ops', '_enumerate_reply', '_finish_command', '_finish_op', '_finish_pool_op', '_finish_pool_stat_op', '_finish_statfs_op', '_fs_stats_submit', '_kick_requests', '_linger_cancel', '_linger_cancel_map_check', '_linger_commit', '_linger_ops_resend', '_linger_ping', '_linger_reconnect', '_linger_submit', '_map_session', '_maybe_request_map   ', '_nlist_reply', '_normalize_watch_error', '_op_cancel', '_op_cancel_map_check', '_op_submit', '_op_submit_with_budget', '_osdmap_full_flag   ', '_osdmap_has_pool_full   ', '_osdmap_pool_full', '_poolstat_submit', '_prune_snapc', '_recalc_linger_op_target', '_reopen_session', '_scan_requests', '_send_command', '_send_command_map_check', '_send_linger', '_send_linger_map_check', '_send_op', '_send_op_account', '_send_op_map_check', '_session_command_op_assign', '_session_command_op_remove', '_session_linger_op_assign', '_session_linger_op_remove', '_session_op_assign', '_session_op_remove', '_sg_read_finish', '_throttle_op', '_wait_for_new_map', 'add_handler', '~C_DoWatchError   ', '~C_DoWatchNotify   ', '~C_Objecter_GetVersion   ', '~C_ObjectOperation_scrub_ls   ', '~C_TwoContexts   ', '~Objecter   ', '~OSDSession   ', 'allocate_selfmanaged_snap', 'blacklist_self', 'C_DoWatchError', 'C_DoWatchNotify', 'C_EnumerateReply', 'C_Objecter_GetVersion', 'C_ObjectOperation_scrub_ls', 'C_ObjectOperation_scrub_ls', 'C_ObjectOperation_scrub_ls', 'C_ObjectOperation_scrub_ls', 'C_SelfmanagedSnap', 'C_TwoContexts', 'calc_op_budget', 'call', 'close_session', 'command_op_cancel', 'consume_blacklist_events', 'create_pool', 'create_pool_snap', 'decode   ', 'delete_pool', 'delete_pool_snap', 'dump', 'dump_active   ', 'dump_command_ops', 'dump_ops', 'dump_pool_ops', 'dump_pool_stat_ops', 'dump_requests', 'dump_statfs_ops', 'emit_blacklist_events', 'enable_blacklist_events   ', 'enumerate_objects', 'enumerate_objects_begin   ', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish', 'get_fs_stats', 'get_latest_version', 'get_lock', 'get_object_hash_position', 'get_object_pg_hash_position', 'get_pool_stats', 'get_session', 'get_tracked_conf_keys   ', 'handle_command_reply', 'handle_fs_stats_reply', 'handle_get_pool_stats_reply', 'handle_osd_backoff', 'handle_osd_map', 'handle_osd_op_reply', 'handle_pool_op_reply', 'handle_watch_notify', 'have_map', 'init   ', 'is_pg_changed', 'linger_cancel', 'linger_check', 'linger_register', 'linger_watch', 'list_nobjects', 'list_nobjects_seek', 'list_nobjects_seek', 'maybe_request_map   ', 'ms_dispatch', 'ms_handle_connect', 'ms_handle_refused', 'ms_handle_reset', 'Objecter', 'op_cancel', 'op_cancel', 'op_cancel_writes', 'op_submit', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'osdmap_full_flag   ', 'pool_op_cancel', 'pool_op_submit', 'pool_snap_by_name', 'pool_snap_get_info', 'pool_snap_list', 'pool_stat_op_cancel', 'put_nlist_context_budget', 'put_session', 'RequestStateHook', 'RequestStateHook', 'RequestStateHook', 'resend_mon_ops   ', 'scrub_ls', 'scrub_ls', 'set_epoch_barrier', 'shutdown   ', 'start_tick   ', 'submit_command', 'take_linger_budget', 'target_should_be_paused', 'tick   ', 'update_crush_location   ', 'update_pool_full_map', 'wait_for_latest_osdmap', 'wait_for_map', 'wait_for_osd_map'];
ObjectExtent;sca.analysis.FileLevel.ceph-master.src.osd.osd_types.h.ChangeTracker.ChangeTracker<true>.coll_t.eversion_t.IsPGReadablePredicate.IsPGRecoverablePredicate.ObjectCleanRegions.ObjectExtent;35;3;13; 25;1;0; 1; 1;1.92;[];[];[];
ObjectGenerator;sca.analysis.FileLevel.ceph-master.src.test.objectstore.store_test.cc.MixedGenerator.ObjectGenerator; 5;0; 5;0;1;0; 1; 1;0.00;[];[];[];
ObjectLockRule;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_object_lock.h.DefaultRetention.ObjectLockRule;38;5;33;0;3;0; 1; 3;0.00;[];[];[];
ObjectMap;sca.analysis.FileLevel.ceph-master.src.os.ObjectMap.h.ObjectMap;  140; 23;99; 66;2;1; 1; 1;0.67;[];[];['~ObjectMap   ', 'check', 'check_keys', 'clear', 'clear_keys_header', 'clone', 'compact   ', 'get', 'get_all_xattrs', 'get_db   ', 'get_iterator', 'get_keys', 'get_values', 'get_xattrs', 'legacy_clone', 'ObjectMap', 'operator=', 'rename', 'rm_keys', 'set_header', 'set_keys', 'set_xattrs'];
ObjectMapTester;sca.analysis.FileLevel.ceph-master.src.test.ObjectMap.test_object_map.cc.ObjectMapTest.ObjectMapTester;  593; 77; 516;0;8;0; 1; 6;0.00;[];[];[];
ObjectModDesc;sca.analysis.FileLevel.ceph-master.src.osd.osd_types.h.ChangeTracker.ChangeTracker<true>.coll_t.eversion_t.IsPGReadablePredicate.IsPGRecoverablePredicate.ObjectCleanRegions.ObjectExtent.ObjectModDesc;  179;5; 161; 13;7;0; 2; 8;0.08;[];[];[];
ObjectModDesc::Visitor;sca.analysis.FileLevel.ceph-master.src.osd.osd_types.h.ChangeTracker.ChangeTracker<true>.coll_t.eversion_t.IsPGReadablePredicate.IsPGRecoverablePredicate.ObjectCleanRegions.ObjectExtent.ObjectModDesc.ObjectModDesc::Visitor;21;0;15;6;1;0; 1; 1;0.40;[];[];[];
